Id,distance,Data/CP17/4MHA.rels,Data/CP17/TEES.rels
d617.s4.0.15,15,TP,TP
d617.s6.7.15,8,FN,FN
d617.s6.9.15,6,FN,FN
d617.s6.7.18,11,FN,FN
d617.s6.7.18,11,FN,FN
d617.s6.9.18,9,FN,FN
d617.s6.9.18,9,FN,FN
d618.s9.5.36,31,FN,FN
d619.s2.1.9,8,FN,FN
d620.s6.15.30,15,FN,FN
d620.s6.17.30,13,FN,FN
d620.s6.19.30,11,FN,FN
d620.s6.21.30,9,FN,FN
d622.s7.30.34,4,FN,FN
d622.s12.3.6,3,TP,TP
d623.s5.11.27,16,FN,FN
d623.s5.11.20,9,TP,FN
d623.s6.2.22,20,FN,FN
d623.s7.3.7,4,TP,FN
d625.s0.6.11,5,FN,FN
d625.s0.4.11,7,FN,FN
d625.s1.3.25,22,FN,FN
d625.s1.4.25,21,TP,FN
d625.s1.18.25,7,FN,FN
d625.s1.25.36,11,FN,FN
d626.s9.0.14,14,FN,FN
d626.s16.0.11,11,TP,FN
d629.s1.1.12,11,TP,TP
d629.s1.3.12,9,TP,TP
d631.s5.25.32,7,FN,FN
d631.s5.27.32,5,FN,FN
d631.s6.4.12,8,FN,FN
d631.s6.4.14,10,FN,FN
d631.s6.12.20,8,FN,FN
d631.s6.14.20,6,FN,FN
d631.s8.0.3,3,FN,FN
d631.s8.0.28,28,FN,FN
d631.s8.0.23,23,FN,FN
d631.s8.0.8,8,TP,TP
d633.s6.4.12,8,TP,FN
d633.s6.4.14,10,FN,FN
d633.s6.4.17,13,TP,FN
d633.s6.4.20,16,FN,FN
d633.s6.4.23,19,FN,FN
d633.s6.4.26,22,FN,FN
d634.s7.0.4,4,FN,FN
d635.s5.2.23,21,TP,TP
d637.s4.6.21,15,FN,FN
d637.s11.9.20,11,FN,FN
d637.s11.9.22,13,FN,FN
d637.s12.4.9,5,FN,FN
d637.s12.4.11,7,FN,FN
d637.s13.8.21,13,FN,FN
d637.s13.8.16,8,FN,FN
d638.s10.2.15,13,FN,FN
d638.s10.2.17,15,FN,FN
d638.s10.2.8,6,FN,FN
d638.s10.5.8,3,FN,FN
d639.s3.19.23,4,FN,FN
d639.s6.6.20,14,FN,FN
d639.s6.15.20,5,FN,FN
d641.s5.2.7,5,TP,TP
d647.s3.3.7,4,FN,FN
d648.s0.10.12,2,TP,TP
d651.s7.27.30,3,FN,FN
d651.s7.34.36,2,FN,FN
d651.s7.2.27,25,TP,FN
d651.s7.2.34,32,TP,FN
d651.s7.4.27,23,TP,FN
d651.s7.4.34,30,TP,FN
d651.s7.2.41,39,TP,FN
d651.s7.4.41,37,TP,FN
d652.s10.8.12,4,FN,FN
d652.s10.10.12,2,FN,FN
d652.s10.8.19,11,FN,FN
d652.s10.10.19,9,FN,FN
d652.s10.8.24,16,FN,FN
d652.s10.10.24,14,FN,FN
d652.s10.8.29,21,FN,FN
d652.s10.10.29,19,FN,FN
d652.s10.8.40,32,FN,FN
d652.s10.10.40,30,FN,FN
d652.s12.5.25,20,FN,FN
d652.s12.7.25,18,FN,FN
d652.s13.26.40,14,FN,FN
d652.s13.28.40,12,FN,FN
d652.s13.30.40,10,FN,FN
d652.s13.33.40,7,FN,FN
d652.s13.35.40,5,FN,FN
d652.s13.37.40,3,FN,FN
d653.s10.14.22,8,TP,FN
d654.s0.25.32,7,FN,FN
d654.s0.14.25,11,TP,TP
d654.s0.16.25,9,TP,TP
d654.s0.14.23,9,TP,TP
d654.s0.16.23,7,TP,TP
d654.s4.8.21,13,TP,TP
d655.s0.7.17,10,FN,FN
d655.s2.24.26,2,TP,TP
d655.s2.3.5,2,FN,FN
d655.s2.3.7,4,TP,FN
d655.s3.15.28,13,FN,FN
d655.s3.15.30,15,FN,FN
d655.s3.20.28,8,FN,FN
d655.s3.20.30,10,FN,FN
d655.s3.2.28,26,FN,FN
d655.s3.2.30,28,FN,FN
d655.s3.5.28,23,FN,FN
d655.s3.5.30,25,FN,FN
d655.s4.1.6,5,FN,TP
d655.s4.1.14,13,FN,FN
d655.s6.4.9,5,TP,TP
d655.s6.4.11,7,TP,TP
d655.s6.4.34,30,FN,FN
d660.s2.0.7,7,FN,FN
d665.s0.2.3,1,FN,FN
d665.s2.9.10,1,FN,FN
d665.s2.7.13,6,FN,FN
d665.s4.5.7,2,TP,TP
d665.s5.0.5,5,TP,TP
d665.s6.0.4,4,TP,TP
d665.s6.14.18,4,FN,FN
d665.s7.6.9,3,FN,FN
d665.s8.4.6,2,FN,FN
d665.s9.2.3,1,FN,FN
d665.s9.8.10,2,TP,TP
d667.s0.3.10,7,FN,FN
d667.s0.3.10,7,FN,FN
d667.s4.1.27,26,FN,FN
d667.s4.1.29,28,FN,FN
d667.s4.1.40,39,FN,FN
d667.s5.5.22,17,TP,TP
d667.s5.5.10,5,TP,TP
d667.s5.5.12,7,TP,TP
d667.s7.34.37,3,FN,FN
d667.s8.5.21,16,TP,TP
d668.s1.3.22,19,FN,TP
d668.s1.3.20,17,FN,TP
d668.s1.22.29,7,TP,FN
d668.s1.20.29,9,TP,FN
d668.s1.22.27,5,TP,FN
d668.s1.20.27,7,TP,FN
d668.s3.9.23,14,FN,FN
d669.s0.1.12,11,FN,FN
d669.s1.8.14,6,FN,TP
d669.s3.7.13,6,FN,FN
d669.s5.3.25,22,FN,FN
d669.s5.3.27,24,FN,FN
d669.s5.10.25,15,FN,FN
d669.s5.10.27,17,FN,FN
d669.s8.21.27,6,TP,FN
d669.s8.21.23,2,TP,TP
d669.s9.2.7,5,FN,FN
d669.s9.4.7,3,FN,FN
d669.s10.2.10,8,FN,FN
d669.s10.2.14,12,FN,FN
d669.s10.2.17,15,FN,FN
d670.s5.7.16,9,FN,FN
d670.s6.4.20,16,TP,TP
d671.s7.37.70,33,FN,FN
d671.s7.46.70,24,FN,FN
d671.s7.37.79,42,FN,FN
d671.s7.46.79,33,FN,FN
d673.s2.14.24,10,FN,FN
d673.s2.16.24,8,FN,FN
d673.s2.14.26,12,FN,FN
d673.s2.16.26,10,FN,FN
d673.s2.14.28,14,FN,FN
d673.s2.16.28,12,FN,FN
d673.s2.14.30,16,FN,FN
d673.s2.16.30,14,FN,FN
d674.s0.3.13,10,TP,TP
d674.s0.6.13,7,TP,TP
d674.s1.6.19,13,TP,TP
d674.s1.6.21,15,TP,TP
d675.s8.14.32,18,FN,FN
d676.s8.14.18,4,TP,TP
d676.s8.12.18,6,TP,FN
d676.s9.8.11,3,TP,TP
d676.s9.8.13,5,TP,TP
d676.s9.11.30,19,TP,FN
d676.s9.13.30,17,TP,FN
d678.s0.4.12,8,FN,FN
d678.s1.1.6,5,TP,TP
d678.s2.5.12,7,TP,FN
d678.s2.7.12,5,TP,FN
d678.s4.17.25,8,FN,FN
d678.s4.17.26,9,FN,FN
d678.s4.17.26,9,FN,FN
d678.s4.14.25,11,FN,FN
d678.s4.14.26,12,FN,FN
d678.s4.14.26,12,FN,FN
d678.s4.3.17,14,TP,TP
d678.s4.5.17,12,TP,TP
d678.s4.3.9,6,TP,TP
d678.s4.5.9,4,TP,TP
d678.s4.3.14,11,TP,TP
d678.s4.5.14,9,TP,TP
d678.s5.10.27,17,FN,FN
d678.s5.10.20,10,FN,FN
d678.s5.10.22,12,FN,FN
d678.s7.22.28,6,FN,FN
d678.s7.22.37,15,FN,FN
d678.s7.15.22,7,FN,FN
d678.s7.17.22,5,FN,FN
d678.s9.7.12,5,FN,FN
d678.s9.4.7,3,FN,TP
d679.s2.8.21,13,FN,FN
d679.s2.10.21,11,FN,FN
d679.s2.8.23,15,FN,FN
d679.s2.10.23,13,FN,FN
d679.s2.8.25,17,FN,FN
d679.s2.10.25,15,FN,FN
d679.s2.8.27,19,FN,FN
d679.s2.10.27,17,FN,FN
d681.s0.1.19,18,FN,FN
d681.s0.5.19,14,FN,FN
d681.s7.14.19,5,FN,FN
d681.s7.14.23,9,FN,FN
d681.s7.10.14,4,TP,TP
d681.s7.4.10,6,TP,TP
d681.s9.9.11,2,TP,TP
d681.s9.18.21,3,TP,TP
d681.s13.8.20,12,FN,FN
d681.s13.14.20,6,FN,FN
d683.s6.1.12,11,FN,FN
d683.s6.1.12,11,FN,FN
d683.s8.4.8,4,TP,FN
d683.s8.4.8,4,TP,FN
d683.s9.5.15,10,TP,TP
d683.s9.5.15,10,TP,TP
d683.s9.5.15,10,TP,TP
d683.s9.5.15,10,TP,TP
d684.s3.4.20,16,FN,FN
d684.s3.6.20,14,FN,FN
d684.s3.10.20,10,FN,FN
d684.s3.12.20,8,FN,FN
d684.s3.20.36,16,FN,FN
d684.s3.20.39,19,FN,FN
d684.s3.20.43,23,FN,FN
d684.s6.7.12,5,FN,FN
d684.s6.9.12,3,FN,FN
d684.s6.19.37,18,FN,FN
d684.s6.30.37,7,FN,FN
d684.s6.19.37,18,FN,FN
d684.s6.30.37,7,FN,FN
d685.s0.0.6,6,FN,FN
d685.s0.0.10,10,FN,FN
d685.s3.0.13,13,FN,FN
d685.s3.0.26,26,FN,FN
d685.s4.5.16,11,FN,FN
d685.s4.5.17,12,FN,FN
d685.s6.8.26,18,FN,FN
d685.s6.12.26,14,FN,FN
d685.s8.10.17,7,FN,FN
d685.s8.10.27,17,FN,FN
d685.s8.10.28,18,FN,FN
d686.s0.3.12,9,FN,FN
d686.s6.17.19,2,TP,TP
d686.s6.22.24,2,TP,TP
d686.s12.6.12,6,FN,FN
d688.s0.5.14,9,FN,FN
d689.s0.9.15,6,TP,TP
d689.s1.9.58,49,TP,FN
d689.s1.9.66,57,TP,FN
d689.s1.9.33,24,TP,TP
d691.s4.5.10,5,FN,FN
d692.s6.0.13,13,TP,FN
d692.s10.25.34,9,TP,FN
d693.s1.7.15,8,FN,FN
d693.s1.9.15,6,FN,FN
d693.s1.7.13,6,FN,FN
d693.s1.9.13,4,FN,FN
d693.s3.8.16,8,FN,FN
d693.s5.3.11,8,FN,FN
d693.s5.11.25,14,TP,TP
d693.s6.8.8,0,FN,FN
d693.s7.2.6,4,FN,FN
d693.s7.2.13,11,FN,FN
d693.s7.2.17,15,FN,FN
d697.s5.0.18,18,FN,FN
d697.s5.0.20,20,FN,FN
d697.s5.0.18,18,FN,FN
d697.s5.0.20,20,FN,FN
d697.s5.5.18,13,FN,FN
d697.s5.5.20,15,FN,FN
d697.s7.14.22,8,FN,FN
d697.s7.16.22,6,FN,FN
d697.s7.19.22,3,FN,FN
d697.s7.14.22,8,FN,FN
d697.s7.16.22,6,FN,FN
d697.s7.19.22,3,FN,FN
d697.s8.0.18,18,FN,FN
d697.s8.5.18,13,FN,FN
d698.s0.0.13,13,FN,FN
d698.s0.0.10,10,FN,FN
d698.s0.0.4,4,FN,FN
d698.s2.0.11,11,TP,TP
d698.s5.0.16,16,TP,TP
d698.s5.2.16,14,TP,TP
d698.s5.4.16,12,FN,FN
d698.s5.0.24,24,FN,FN
d698.s5.2.24,22,FN,FN
d698.s5.4.24,20,FN,FN
d698.s6.0.2,2,FN,FN
d698.s6.0.11,11,FN,FN
d698.s8.2.6,4,FN,FN
d698.s9.10.14,4,FN,FN
d698.s9.10.19,9,FN,FN
d698.s10.6.16,10,FN,FN
d698.s10.6.14,8,TP,FN
d699.s0.3.13,10,FN,FN
d699.s0.13.16,3,FN,FN
d699.s2.9.16,7,FN,FN
d699.s2.11.16,5,FN,FN
d699.s2.16.24,8,FN,FN
d699.s2.16.26,10,FN,FN
d699.s3.9.13,4,FN,FN
d699.s4.38.40,2,FN,FN
d699.s5.28.31,3,FN,FN
d699.s5.28.33,5,FN,FN
d702.s0.7.11,4,FN,FN
d702.s2.11.22,11,FN,FN
d702.s2.13.22,9,TP,FN
d702.s3.12.21,9,FN,FN
d702.s3.12.20,8,FN,FN
d702.s5.12.27,15,FN,FN
d702.s5.12.26,14,FN,FN
d703.s0.4.32,28,FN,FN
d703.s0.4.12,8,FN,FN
d705.s13.5.11,6,FN,FN
d705.s13.7.11,4,TP,FN
d706.s0.0.16,16,TP,TP
d706.s0.0.17,17,TP,TP
d706.s0.0.17,17,TP,TP
d706.s0.0.19,19,TP,TP
d706.s0.0.19,19,TP,TP
d706.s5.11.21,10,FN,FN
d706.s5.11.23,12,FN,FN
d706.s5.4.21,17,FN,FN
d706.s5.4.23,19,FN,FN
d706.s6.9.17,8,TP,FN
d706.s7.3.12,9,FN,FN
d706.s7.3.5,2,TP,TP
d706.s8.14.25,11,FN,FN
d706.s8.14.27,13,FN,FN
d706.s9.6.14,8,TP,TP
d706.s9.6.14,8,TP,TP
d706.s9.6.16,10,TP,TP
d706.s9.6.16,10,TP,TP
d708.s0.9.17,8,TP,TP
d708.s0.9.17,8,TP,TP
d711.s7.26.30,4,FN,FN
d711.s8.3.17,14,FN,TP
d712.s3.23.25,2,TP,FN
d712.s3.23.25,2,TP,FN
d712.s3.28.30,2,TP,FN
d712.s3.28.30,2,TP,FN
d712.s3.28.32,4,TP,TP
d712.s3.28.32,4,TP,TP
d712.s3.35.37,2,TP,FN
d713.s0.0.2,2,FN,FN
d713.s0.0.9,9,TP,FN
d713.s0.0.7,7,FN,FN
d713.s3.2.22,20,TP,TP
d713.s3.2.24,22,TP,FN
d713.s7.11.13,2,FN,FN
d713.s7.4.6,2,FN,FN
d713.s7.4.8,4,FN,TP
d713.s7.4.22,18,FN,FN
d713.s7.4.11,7,TP,TP
d715.s3.21.27,6,FN,FN
d716.s10.1.10,9,TP,TP
d718.s6.25.38,13,FN,FN
d718.s6.27.38,11,FN,FN
d718.s6.30.38,8,FN,FN
d718.s7.3.12,9,FN,FN
d718.s9.8.15,7,TP,TP
d718.s9.15.21,6,FN,FN
d719.s6.10.23,13,TP,TP
d719.s6.12.23,11,TP,TP
d719.s6.14.23,9,TP,TP
d719.s14.0.5,5,FN,FN
d719.s14.2.5,3,FN,FN
d719.s15.0.4,4,TP,FN
d721.s3.28.37,9,FN,FN
d721.s3.37.39,2,FN,FN
d721.s3.50.55,5,TP,TP
d721.s6.5.17,12,FN,FN
d721.s6.17.20,3,TP,TP
d721.s6.17.25,8,TP,FN
d721.s6.17.20,3,TP,TP
d721.s6.17.25,8,TP,FN
d721.s7.17.22,5,FN,FN
d721.s7.17.30,13,FN,FN
d721.s7.12.22,10,FN,FN
d721.s7.12.30,18,FN,FN
d721.s7.34.42,8,TP,TP
d722.s7.4.25,21,FN,FN
d722.s7.13.25,12,FN,FN
d722.s7.16.25,9,FN,FN
d722.s8.8.14,6,TP,TP
d722.s8.8.16,8,TP,TP
d722.s9.3.29,26,FN,FN
d722.s9.3.22,19,TP,TP
d722.s9.3.23,20,TP,TP
d723.s0.4.7,3,TP,TP
d724.s2.1.42,41,FN,FN
d724.s7.9.29,20,FN,FN
d725.s3.13.15,2,TP,TP
d725.s3.13.25,12,TP,TP
d725.s3.13.31,18,TP,TP
d725.s4.0.13,13,TP,TP
d725.s8.3.6,3,FN,FN
d725.s13.0.22,22,FN,FN
d726.s0.2.6,4,TP,TP
d726.s7.2.12,10,FN,FN
d727.s0.0.4,4,TP,TP
d727.s1.2.6,4,TP,TP
d727.s10.9.19,10,FN,FN
d727.s11.9.19,10,FN,FN
d728.s0.1.4,3,FN,FN
d728.s0.1.13,12,FN,FN
d728.s12.5.7,2,FN,FN
d728.s12.5.11,6,FN,FN
d728.s12.5.32,27,FN,FN
d729.s0.5.8,3,FN,FN
d729.s1.7.20,13,FN,FN
d729.s1.9.20,11,FN,FN
d729.s1.11.20,9,FN,FN
d729.s1.5.20,15,FN,FN
d729.s2.16.28,12,FN,FN
d729.s2.21.28,7,FN,FN
d729.s2.16.30,14,FN,FN
d729.s2.21.30,9,FN,FN
d729.s3.2.16,14,FN,FN
d729.s3.16.18,2,FN,FN
d729.s3.16.20,4,FN,FN
d729.s3.0.16,16,FN,FN
d729.s4.0.17,17,FN,FN
d729.s4.6.17,11,FN,FN
d729.s5.1.22,21,FN,FN
d729.s5.4.22,18,FN,FN
d729.s5.7.22,15,FN,FN
d729.s5.22.27,5,FN,FN
d729.s5.22.29,7,FN,FN
d729.s5.22.31,9,FN,FN
d729.s6.3.16,13,FN,FN
d729.s6.3.18,15,FN,FN
d730.s5.1.6,5,FN,FN
d730.s6.10.14,4,TP,FN
d730.s8.0.6,6,TP,FN
d730.s9.3.12,9,TP,TP
d730.s14.2.12,10,FN,FN
d730.s15.5.16,11,TP,FN
d730.s15.8.16,8,TP,FN
d730.s15.11.16,5,FN,FN
d730.s17.14.21,7,FN,FN
d730.s18.5.21,16,FN,FN
d730.s18.5.12,7,TP,TP
d730.s18.5.14,9,TP,TP
d730.s20.3.9,6,FN,FN
d730.s20.9.15,6,FN,FN
d731.s7.19.31,12,FN,FN
d731.s8.5.20,15,FN,FN
d732.s2.8.14,6,TP,TP
d732.s2.10.14,4,TP,FN
d732.s2.14.30,16,TP,TP
d732.s4.8.17,9,FN,FN
d732.s5.10.19,9,TP,TP
d732.s6.5.43,38,FN,FN
d732.s6.7.43,36,FN,FN
d732.s6.15.43,28,FN,FN
d732.s6.24.30,6,FN,FN
d732.s8.40.45,5,FN,FN
d733.s7.9.23,14,FN,FN
d733.s7.17.23,6,FN,FN
d733.s7.17.23,6,FN,FN
d733.s8.1.31,30,FN,FN
d733.s8.1.31,30,FN,FN
d733.s8.1.31,30,FN,FN
d734.s0.5.7,2,FN,FN
d734.s1.9.11,2,FN,FN
d734.s1.16.18,2,FN,FN
d734.s2.14.16,2,FN,FN
d734.s5.4.7,3,FN,FN
d734.s5.27.39,12,FN,FN
d734.s5.29.39,10,FN,FN
d734.s5.31.39,8,FN,FN
d734.s5.37.39,2,FN,FN
d734.s6.10.12,2,FN,FN
d734.s6.14.17,3,FN,FN
d734.s7.16.25,9,FN,FN
d734.s7.18.25,7,FN,FN
d734.s7.20.25,5,FN,FN
d734.s7.3.5,2,FN,FN
d734.s7.12.16,4,FN,FN
d734.s7.12.18,6,FN,FN
d734.s7.12.20,8,FN,FN
d734.s8.3.13,10,FN,FN
d734.s8.3.17,14,FN,FN
d734.s8.3.20,17,FN,FN
d734.s8.8.20,12,FN,FN
d734.s8.8.13,5,FN,FN
d734.s8.8.17,9,FN,FN
d734.s9.4.6,2,FN,FN
d735.s2.14.19,5,FN,FN
d736.s4.0.12,12,FN,FN
d736.s4.0.16,16,FN,FN
d736.s4.5.12,7,TP,FN
d736.s4.5.16,11,FN,FN
d736.s5.5.10,5,FN,FN
d736.s5.5.23,18,FN,FN
d736.s8.3.10,7,FN,FN
d736.s9.0.6,6,TP,TP
d736.s11.8.19,11,FN,FN
d736.s11.11.19,8,FN,FN
d736.s11.14.19,5,FN,FN
d736.s11.19.26,7,FN,FN
d736.s11.3.19,16,FN,FN
d736.s11.6.19,13,FN,FN
d736.s15.3.26,23,FN,FN
d736.s15.7.26,19,FN,FN
d736.s15.20.26,6,FN,FN
d736.s16.6.21,15,FN,FN
d736.s16.10.21,11,FN,FN
d737.s5.29.35,6,FN,FN
d737.s6.11.16,5,FN,FN
d737.s6.9.11,2,FN,FN
d737.s6.6.11,5,FN,FN
d738.s2.2.22,20,FN,FN
d738.s2.2.24,22,FN,FN
d738.s2.0.22,22,FN,FN
d738.s2.0.24,24,FN,FN
d738.s6.14.17,3,TP,TP
d738.s6.8.17,9,TP,FN
d739.s0.10.12,2,FN,FN
d739.s1.0.14,14,TP,FN
d739.s1.10.14,4,FN,FN
d739.s3.2.4,2,FN,FN
d739.s4.19.24,5,FN,FN
d739.s4.24.24,0,FN,FN
d739.s5.7.8,1,FN,FN
d739.s5.8.21,13,FN,FN
d740.s0.1.15,14,FN,FN
d740.s0.1.13,12,FN,FN
d740.s4.11.31,20,FN,FN
d740.s4.11.21,10,FN,FN
d740.s8.11.14,3,TP,TP
d740.s9.13.16,3,TP,TP
d740.s9.13.18,5,TP,TP
d741.s0.1.5,4,FN,FN
d741.s8.2.13,11,FN,FN
d741.s8.2.23,21,FN,FN
d741.s8.2.6,4,FN,FN
d741.s9.0.12,12,FN,FN
d741.s9.5.12,7,FN,FN
d741.s10.4.7,3,FN,FN
d741.s14.6.48,42,FN,FN
d741.s14.10.48,38,FN,FN
d741.s14.12.48,36,FN,FN
d741.s14.20.48,28,FN,FN
d741.s14.22.48,26,FN,FN
d741.s14.24.48,24,FN,FN
d741.s14.27.48,21,FN,FN
d742.s0.7.15,8,FN,FN
d742.s0.3.15,12,FN,FN
d742.s0.7.12,5,FN,FN
d742.s0.3.12,9,FN,FN
d742.s1.5.34,29,FN,FN
d742.s1.5.39,34,FN,FN
d742.s1.5.41,36,FN,FN
d742.s1.12.34,22,FN,FN
d742.s1.12.39,27,FN,FN
d742.s1.12.41,29,FN,FN
d742.s1.14.34,20,FN,FN
d742.s1.14.39,25,FN,FN
d742.s1.14.41,27,FN,FN
d742.s1.18.34,16,FN,FN
d742.s1.18.39,21,TP,TP
d742.s1.18.41,23,FN,FN
d742.s1.21.34,13,FN,FN
d742.s1.21.39,18,FN,FN
d742.s1.21.41,20,FN,FN
d742.s1.23.34,11,FN,FN
d742.s1.23.39,16,FN,FN
d742.s1.23.41,18,FN,FN
d742.s3.4.24,20,FN,FN
d742.s6.0.10,10,FN,FN
d742.s9.100.102,2,FN,FN
d742.s9.148.150,2,FN,FN
d743.s7.9.12,3,FN,FN
d743.s7.9.16,7,FN,FN
d744.s3.16.18,2,TP,TP
d744.s3.16.20,4,TP,TP
d744.s4.3.5,2,TP,TP
d745.s2.3.14,11,TP,TP
d745.s2.5.14,9,TP,TP
d745.s4.8.15,7,TP,TP
d745.s6.11.16,5,FN,FN
d745.s6.4.11,7,TP,TP
d747.s10.10.16,6,TP,TP
d747.s10.12.16,4,TP,FN
d747.s11.12.15,3,TP,FN
d748.s2.31.35,4,FN,FN
d748.s2.31.38,7,FN,FN
d748.s2.31.40,9,FN,FN
d748.s2.29.35,6,FN,FN
d748.s2.29.38,9,FN,FN
d748.s2.29.40,11,FN,FN
d748.s7.4.8,4,FN,FN
d748.s7.4.10,6,FN,FN
d748.s7.4.14,10,FN,FN
d748.s7.4.16,12,FN,FN
d748.s9.5.13,8,TP,TP
d748.s9.7.13,6,FN,TP
d749.s0.0.7,7,FN,FN
d749.s0.0.7,7,FN,FN
d749.s1.0.9,9,TP,FN
d749.s1.17.23,6,TP,FN
d749.s1.19.23,4,TP,FN
d749.s2.0.7,7,TP,TP
d749.s2.7.12,5,FN,FN
d749.s2.7.28,21,FN,FN
d749.s3.7.9,2,TP,TP
d749.s4.12.18,6,TP,TP
d749.s5.8.14,6,FN,FN
d749.s5.14.24,10,FN,FN
d749.s6.20.30,10,FN,FN
d749.s6.22.30,8,FN,FN
d750.s0.11.17,6,FN,FN
d750.s1.13.30,17,FN,FN
d750.s1.15.30,15,FN,FN
d750.s1.17.30,13,FN,FN
d750.s1.19.30,11,FN,FN
d750.s1.21.30,9,FN,FN
d750.s1.6.30,24,FN,FN
d750.s1.11.30,19,FN,FN
d750.s2.6.19,13,FN,FN
d750.s2.6.25,19,FN,FN
d750.s2.6.28,22,FN,FN
d750.s6.4.20,16,FN,FN
d750.s7.0.8,8,FN,FN
d750.s7.0.14,14,FN,FN
d751.s0.2.10,8,FN,FN
d751.s2.4.9,5,FN,FN
d751.s2.4.11,7,FN,FN
d751.s4.9.27,18,FN,FN
d751.s4.9.12,3,TP,TP
d751.s4.9.14,5,TP,TP
d751.s12.0.10,10,FN,FN
d751.s12.2.10,8,FN,FN
d752.s0.5.9,4,FN,FN
d752.s3.7.15,8,TP,TP
d752.s4.1.12,11,TP,TP
d752.s4.30.41,11,TP,TP
d752.s5.3.14,11,TP,TP
d752.s6.8.36,28,FN,FN
d752.s6.17.21,4,TP,TP
d753.s3.42.45,3,TP,TP
d753.s6.7.10,3,FN,FN
d753.s6.7.17,10,FN,FN
d754.s5.11.33,22,FN,FN
d754.s7.6.12,6,TP,FN
d754.s8.15.36,21,FN,FN
d754.s8.5.15,10,FN,FN
d754.s8.15.33,18,FN,FN
d756.s3.9.9,0,FN,FN
d757.s0.0.16,16,TP,TP
d757.s7.13.15,2,TP,FN
d757.s7.23.25,2,TP,TP
d757.s7.39.42,3,TP,TP
d757.s8.11.27,16,FN,FN
d758.s4.2.14,12,FN,FN
d761.s1.0.5,5,FN,FN
d761.s1.0.17,17,FN,FN
d761.s1.0.19,19,FN,FN
d761.s1.0.3,3,FN,FN
d761.s1.5.30,25,TP,TP
d761.s1.17.30,13,TP,TP
d761.s1.19.30,11,TP,TP
d761.s1.3.30,27,TP,TP
d762.s2.5.11,6,FN,FN
d762.s2.11.18,7,FN,FN
d762.s2.26.29,3,FN,FN
d762.s2.26.31,5,FN,FN
d762.s3.4.21,17,FN,FN
d762.s3.4.23,19,FN,FN
d762.s3.4.29,25,FN,FN
d762.s3.4.31,27,FN,FN
d762.s4.24.30,6,TP,TP
d762.s4.24.32,8,TP,FN
d762.s6.0.14,14,FN,FN
d762.s6.2.14,12,FN,FN
d762.s7.6.16,10,FN,FN
d762.s8.12.33,21,FN,FN
d762.s8.12.35,23,FN,FN
d762.s8.9.12,3,FN,FN
d762.s8.12.18,6,FN,FN
d762.s8.12.20,8,FN,FN
d762.s8.12.22,10,FN,FN
d762.s8.12.24,12,FN,FN
d762.s8.12.26,14,FN,FN
d762.s8.12.29,17,FN,FN
d762.s8.12.31,19,FN,FN
d764.s0.0.6,6,TP,TP
d765.s2.13.23,10,FN,FN
d765.s2.19.23,4,FN,FN
d765.s2.13.36,23,FN,FN
d765.s2.19.36,17,FN,FN
d765.s4.8.14,6,FN,TP
d765.s4.2.14,12,FN,FN
d765.s4.4.14,10,FN,FN
d765.s9.4.13,9,FN,FN
d765.s9.4.28,24,FN,FN
d765.s9.4.33,29,FN,FN
d766.s0.0.13,13,FN,FN
d766.s0.0.11,11,FN,FN
d766.s12.2.15,13,FN,FN
d767.s0.2.5,3,FN,FN
d767.s7.6.12,6,FN,FN
d767.s7.44.53,9,FN,FN
d768.s0.1.12,11,FN,FN
d768.s2.22.25,3,FN,FN
d768.s2.8.13,5,FN,FN
d768.s8.6.19,13,FN,FN
d768.s8.6.39,33,FN,FN
d768.s8.6.41,35,FN,FN
d768.s9.4.8,4,FN,FN
d768.s9.4.10,6,FN,FN
d768.s9.4.13,9,FN,FN
d768.s9.4.15,11,FN,FN
d768.s11.9.26,17,FN,FN
d768.s11.26.35,9,FN,FN
d768.s11.26.37,11,FN,FN
d768.s11.26.48,22,FN,FN
d768.s11.21.26,5,FN,FN
d768.s12.6.11,5,FN,FN
d768.s12.6.15,9,FN,FN
d768.s12.20.32,12,FN,FN
d768.s12.22.32,10,FN,FN
d769.s5.21.27,6,FN,FN
d770.s5.2.16,14,FN,FN
d770.s7.2.12,10,FN,FN
d770.s7.7.12,5,FN,FN
d770.s9.4.26,22,FN,FN
d770.s9.13.26,13,FN,FN
d770.s9.17.26,9,FN,FN
d770.s9.22.26,4,FN,FN
d770.s9.29.63,34,FN,FN
d770.s9.35.63,28,FN,FN
d770.s9.39.63,24,FN,FN
d770.s9.45.63,18,FN,FN
d770.s9.49.63,14,FN,FN
d770.s9.53.63,10,FN,FN
d770.s9.59.63,4,FN,FN
d771.s2.7.17,10,FN,FN
d772.s0.2.7,5,FN,FN
d772.s0.4.7,3,FN,FN
d772.s18.0.17,17,FN,FN
d772.s18.13.17,4,FN,FN
d772.s19.2.20,18,FN,FN
d772.s19.17.20,3,FN,FN
d772.s21.3.15,12,FN,FN
d772.s21.6.15,9,FN,FN
d772.s22.4.9,5,FN,FN
d772.s22.6.9,3,FN,FN
d773.s1.20.30,10,FN,FN
d773.s7.0.14,14,FN,FN
d774.s0.4.6,2,TP,TP
d774.s5.6.13,7,FN,FN
d774.s5.6.15,9,FN,FN
d774.s6.4.11,7,TP,TP
d777.s2.4.21,17,FN,FN
d777.s2.4.23,19,FN,FN
